,Network,User,Date,Text,Positive,Neutral,Negative,Compound
363,@NYT,Dianne,Thu Sep 21 20:14:40 +0000 2017,".@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2kj3tWXV",0.0,0.763,0.237,-0.607
364,@NYT,Bandislife2004,Thu Sep 21 20:14:00 +0000 2017,"RT @JoyceWhiteVance: @NYT 7/ The inquiry is whether an improper motive, ending the Russia investigation, converted an otherwise proper pers…",0.0,1.0,0.0,0.0
365,@NYT,Dr R A Bergemann,Thu Sep 21 20:02:39 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
366,@NYT,Asperger Leaders,Thu Sep 21 20:01:16 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
367,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 20:00:55 +0000 2017,"""Katherine M. Bonniwell, Life Magazine Publisher, Dies at 70"" via @NYT The New York Times https://t.co/0UbrskRlng #businessnews #business …",0.0,1.0,0.0,0.0
368,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 19:53:20 +0000 2017,"""Facebook to Turn Over Russian-Linked Ads to Congress"" via @NYT The New York Times https://t.co/mgCPPbMVEj #news #tech #technews",0.0,1.0,0.0,0.0
369,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 19:46:27 +0000 2017,"""It’s the U.N.’s Week, but Executives Make It a High-Minded Mingle"" via @NYT The New York Times https://t.co/687jeNmr8C #businessnews #bus…",0.0,1.0,0.0,0.0
370,@NYT,A Y O M I D E,Thu Sep 21 19:16:47 +0000 2017,"""Retiring the Google Drive Desktop App"" by J. D. BIERSDORFER via @NYT https://t.co/wxvSqI1yWx",0.0,1.0,0.0,0.0
371,@NYT,Antonio Velardo,Thu Sep 21 19:16:18 +0000 2017,"""Retiring the Google Drive Desktop App"" via @NYT https://t.co/fKAkQ00i9i #technology",0.0,1.0,0.0,0.0
372,@NYT,AVST-CX-E,Thu Sep 21 19:15:14 +0000 2017,"Trilobites: For Neanderthals, Growing Big Brains Took More Time https://t.co/wJb5NK9ue1 @nyt #science https://t.co/9Swu6kjTHx",0.124,0.876,0.0,0.1779
373,@NYT,cjland,Thu Sep 21 19:15:07 +0000 2017,"Trilobites: For Neanderthals, Growing Big Brains Took More Time https://t.co/d6ILYTla5q @nyt #science https://t.co/VqvwqWAj46",0.124,0.876,0.0,0.1779
374,@NYT,Maria do Carmo Tieri,Thu Sep 21 19:13:25 +0000 2017,RT @MBARI_News: Mexico Has an #Earthquake Warning System. Where is #California’s? https://t.co/mpCrzw0jol @NYT https://t.co/29nGoZvGoT,0.0,0.844,0.156,-0.34
375,@NYT,Nessus,Thu Sep 21 19:10:39 +0000 2017,@NYT Damn shame we didn’t NUKE Nazis too,0.0,0.508,0.492,-0.7003
376,@NYT,Elaine Markey,Thu Sep 21 19:06:27 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
377,@NYT,Glenn Bluemel,Thu Sep 21 18:46:38 +0000 2017,"RT @TruckersVote: - - - @NYT says its a long shot to repeal ACA, said same thing about Trump, so Fuck that! Call 202-224-3121 often.

 http…",0.0,0.814,0.186,-0.6988
378,@NYT,ThanksFromCatalonia,Thu Sep 21 18:41:09 +0000 2017,"@lemondefr, @SZ, @NYT, @DesSpiegel, @thetimes CATALANS want to vote. JUST to vote! https://t.co/4wwaqNDZgc",0.117,0.883,0.0,0.1511
379,@NYT,Larry Smith,Thu Sep 21 18:40:30 +0000 2017,"RT @TruckersVote: - - - @NYT says its a long shot to repeal ACA, said same thing about Trump, so Fuck that! Call 202-224-3121 often.

 http…",0.0,0.814,0.186,-0.6988
380,@NYT,The Trucker Vote,Thu Sep 21 18:39:53 +0000 2017,"RT @TruckersVote: - - - @NYT says its a long shot to repeal ACA, said same thing about Trump, so Fuck that! Call 202-224-3121 often.

 http…",0.0,0.814,0.186,-0.6988
381,@NYT,Turki Aljuhani,Thu Sep 21 18:35:15 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
382,@NYT,?????? ??????,Thu Sep 21 18:35:04 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
383,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 18:33:11 +0000 2017,"""Ryanair Apologizes Over Mass Cancellations Caused by Pilot Vacations"" via @NYT The New York Times https://t.co/IlvnypBJLL #businessnews #…",0.128,0.872,0.0,0.3612
384,@NYT,Linda Lee,Thu Sep 21 18:10:29 +0000 2017,@genereaux64 @JoyceWhiteVance @NYT His job's being fired so I guess so. Mainstream media/ Congress should wait for… https://t.co/KS8hV9Dt92,0.0,0.816,0.184,-0.5574
385,@NYT,MBARI,Thu Sep 21 18:10:16 +0000 2017,Mexico Has an #Earthquake Warning System. Where is #California’s? https://t.co/mpCrzw0jol @NYT https://t.co/29nGoZvGoT,0.0,0.821,0.179,-0.34
386,@NYT,Zenefits,Thu Sep 21 18:10:03 +0000 2017,"According to the @NYT, @bhorowitz is helping define the modern tech age. We’re all ears over here at #SHIFT17!… https://t.co/vRjjXXBhUo",0.116,0.884,0.0,0.3595
387,@NYT,Linda Lee,Thu Sep 21 18:06:54 +0000 2017,"@genereaux64 @JoyceWhiteVance @NYT U know how it works, politician does what the billionaires want –then gets a mil… https://t.co/S1VxOac2KW",0.075,0.925,0.0,0.0772
388,@NYT,Daniel StPeter,Thu Sep 21 18:01:19 +0000 2017,RT @NWHardwood1: @seanmdav Well....surprise surprise  the @NYT and @CNN making excuses for their useful idiot!,0.257,0.583,0.16,0.2481
389,@NYT,ThanksFromCatalonia,Thu Sep 21 18:01:01 +0000 2017,"RT @ThankYouFromCat: BARCELONA, Tarragona, Lleida, Girona.CATALONIA resists! Spain is not a democracy @lemondefr, @NYT, @LeFigaro_France, @…",0.0,1.0,0.0,0.0
390,@NYT,Eric Whitney,Thu Sep 21 18:00:44 +0000 2017,"@nytopinion @CandaceTX How about the corrupting effect of big money on media, including you, .@nyt ? It all forms a big vicious circle.",0.0,0.889,0.111,-0.3612
391,@NYT,SquareOne™,Thu Sep 21 17:50:15 +0000 2017,"Liliane Bettencourt, L’Oréal Heiress Vexed by Swindling Case, Is Dead at 94 https://t.co/DKip8LW23C @NYT https://t.co/HcHLOARSxz",0.0,0.64,0.36,-0.8074
392,@NYT,SquareOne™,Thu Sep 21 17:50:10 +0000 2017,US Stock Indexes Dip in Afternoon Trading; Oil Falling https://t.co/fC6TznKzyx @NYT https://t.co/yuYfcAoiei,0.0,0.873,0.127,-0.1531
393,@NYT,Allie,Thu Sep 21 17:41:45 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
394,@NYT,Wendy Roberts,Thu Sep 21 17:37:01 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
395,@NYT,James Ellsworth PhD,Thu Sep 21 17:35:08 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
396,@NYT,NWHardWood1,Thu Sep 21 17:34:31 +0000 2017,@seanmdav Well....surprise surprise  the @NYT and @CNN making excuses for their useful idiot!,0.285,0.538,0.177,0.2481
397,@CBS,Kyla Cunningham,Fri Sep 22 05:08:09 +0000 2017,"RT @foofighters: Did it? Nahhh.
West Coast tune in to @JKCorden on the @latelateshow tonight at 12:37 on @cbs
#CarpoolKaraoke https://t.co/…",0.0,1.0,0.0,0.0
398,@CBS,TheDon45,Fri Sep 22 05:06:42 +0000 2017,"RT @SusanStormXO: ?NEW LOGO OF #MSM ?

SMELL SH?T
Shoveled Fresh
Its all we serve @CNN @ABC @NBCNews @maddow @CBS 
Fresh Hot Piles of Poo D…",0.167,0.833,0.0,0.5574
399,@CBS,Nate ?,Fri Sep 22 05:06:27 +0000 2017,Apparently @CBS still thinks it’s the year 2001 and requires Flash to stream @startrekcbs on desktop.… https://t.co/355tcckxnY,0.0,1.0,0.0,0.0
400,@CBS,#THEMEDIALIEZ,Fri Sep 22 05:06:00 +0000 2017,one of your own .one of your best ( i don't say that often)/ NOBODY willing to REPORT? what if it were U? @CNN… https://t.co/52S8JKQvUA,0.172,0.828,0.0,0.6767
401,@CBS,issabeautiful?????,Fri Sep 22 05:05:25 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
402,@CBS,SmitDog,Fri Sep 22 05:04:43 +0000 2017,"RT @SusanStormXO: ?NEW LOGO OF #MSM ?

SMELL SH?T
Shoveled Fresh
Its all we serve @CNN @ABC @NBCNews @maddow @CBS 
Fresh Hot Piles of Poo D…",0.167,0.833,0.0,0.5574
403,@CBS,Kyle Bounsall,Fri Sep 22 05:04:24 +0000 2017,@CBS please renew @ZooCBS for season 4,0.315,0.685,0.0,0.3182
404,@CBS,brenda sylvester,Fri Sep 22 05:03:46 +0000 2017,@DNC @CNN @MSNBC @CBS @NBCNEWS @NYTIMES @WAPO @ABC ECT.!!! DON'T TRUST ONE THING FROM THESE PATHETIC LIARS! https://t.co/4T4zR1ahCG,0.14,0.521,0.338,-0.7718
405,@CBS,Mr. PEC-Tacular™,Fri Sep 22 05:03:27 +0000 2017,"RT @MrPEC_Tacular: LOVE my @CBS fam!!

Last month, guest-starred on Daytime's #1 SHOW @YRInsider!

This month, on Primetime's #1 SHOW @CBSB…",0.225,0.775,0.0,0.7788
406,@CBS,Marilyn Munstereaux,Fri Sep 22 05:03:24 +0000 2017,RT @CBS: Mark your calendars for a spooky special! 'Michael Jackson's Halloween' will air October 27 on CBS: https://t.co/V9pgBkjOeu https:…,0.143,0.857,0.0,0.4574
407,@CBS,Auntygravity,Fri Sep 22 05:03:22 +0000 2017,RT @RCCRUISER2006: @DollyParton @CBS @TelevisionAcad I didn't watch #Emmys due to POOR TASTE &amp; anti-?? themes. I am SHOCKED at Dolly for be…,0.0,0.735,0.265,-0.7824
408,@CBS,Matthew  J. Renaud,Fri Sep 22 05:02:13 +0000 2017,The abuses of power are slowly yet surely coming to the surface....#russiagate #obama @cbs @cnn #TrumpRussia… https://t.co/L9WatHATFx,0.135,0.698,0.167,-0.1779
409,@CBS,Silence Dogood,Fri Sep 22 05:01:57 +0000 2017,@ThePopeResign @logoguys @Telegraph @TMZ @ABC @CBS @nbc @HBO @fox @MTV @upn @TBN @CNN @ArianaGrande @MileyCyrus… https://t.co/wGr3qHKwmn,0.0,1.0,0.0,0.0
410,@CBS,?ay,Fri Sep 22 05:01:55 +0000 2017,"RT @SusanStormXO: ?NEW LOGO OF #MSM ?

SMELL SH?T
Shoveled Fresh
Its all we serve @CNN @ABC @NBCNews @maddow @CBS 
Fresh Hot Piles of Poo D…",0.167,0.833,0.0,0.5574
411,@CBS,Tea Party Mike,Fri Sep 22 05:01:35 +0000 2017,"RT @faagifts: Hannity 9/21/17=Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS @MSNBC ''LIBERALS=HIL…",0.0,1.0,0.0,0.0
412,@CBS,Tea Party Mike,Fri Sep 22 05:01:32 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ==WILL NOT TELL U T…",0.0,1.0,0.0,0.0
413,@CBS,Tea Party Mike,Fri Sep 22 05:01:26 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ==CNN=HILLARY=ABC-C…",0.0,1.0,0.0,0.0
414,@CBS,Tea Party Mike,Fri Sep 22 05:01:22 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ''LIBERALS ARE STIL…",0.0,1.0,0.0,0.0
415,@CBS,Tea Party Mike,Fri Sep 22 05:01:20 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS =MEDIA LIES 2 U'' R…",0.0,0.843,0.157,-0.5473
416,@CBS,Tea Party Mike,Fri Sep 22 05:01:18 +0000 2017,"RT @faagifts: Hannity9/21/17=Hannity Fox News September 21,2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS 'CNN-ABC-CBS=ALL LIES '…",0.0,0.809,0.191,-0.5473
417,@CBS,S.A.S.H.A.,Fri Sep 22 05:01:04 +0000 2017,RT @CrimMinds_CBS: The BAU is back in one week on @CBS! #CriminalMinds https://t.co/styGIbqSZe,0.0,1.0,0.0,0.0
418,@CBS,Megan Wain,Fri Sep 22 05:00:22 +0000 2017,"RT @MrPEC_Tacular: LOVE my @CBS fam!!

Last month, guest-starred on Daytime's #1 SHOW @YRInsider!

This month, on Primetime's #1 SHOW @CBSB…",0.225,0.775,0.0,0.7788
419,@CBS,justin ingram,Fri Sep 22 05:00:09 +0000 2017,"RT @CBS: New missions, new heroes, new worlds. Discover it all this SUNDAY with CBS All Access! https://t.co/un7KUmzzde",0.174,0.826,0.0,0.5562
420,@CBS,Clara brown,Fri Sep 22 05:00:08 +0000 2017,"RT @theratzpack: .if @CNN @msnbc @ABC @CBS @NBC are ok with it then that means the Trump admin can do it too.  wiretap,spy,leak,unmask. rig…",0.087,0.913,0.0,0.296
421,@CBS,? P.R.I.N.C.E. ?,Fri Sep 22 04:58:06 +0000 2017,RT @CBS: Mark your calendars for a spooky special! 'Michael Jackson's Halloween' will air October 27 on CBS: https://t.co/V9pgBkjOeu https:…,0.143,0.857,0.0,0.4574
422,@CBS,Alex lara,Fri Sep 22 04:58:05 +0000 2017,"RT @High_Profits: $AZFL AMAZONAS FLORESTAL - Set To Fly Higher AZFL

https://t.co/N9hEJhIIvR

@CNBC @CNBCI @CnnMoney @ABC @NBC @CBS @busine…",0.0,1.0,0.0,0.0
423,@CBS,Ivana,Fri Sep 22 04:57:38 +0000 2017,"@CBSTVStudios @CBS @ZOO  Came across the show a few days ago on Netflix. Beyond happy I came across it,  I mean it’s AMAZING!",0.321,0.679,0.0,0.8599
424,@CBS,NoMoreCopKillers,Fri Sep 22 04:57:01 +0000 2017,"@ncar999 @DollyParton @CBS @TelevisionAcad Leave her alone, she hasnt said a thing, she dont deserve to be bashed,… https://t.co/SCPuRZK8ti",0.0,0.833,0.167,-0.296
425,@CBS,L$ ?,Fri Sep 22 04:56:57 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
426,@CBS,Gallant??Warrior,Fri Sep 22 04:56:13 +0000 2017,"@CBS Who needs startrek, when we have #TheOrville now? Let it die. We won't be watching it.",0.0,0.804,0.196,-0.5994
427,@CBS,Lisa  Boadwine,Fri Sep 22 04:55:07 +0000 2017,@KennedyV95 @CBS I totally disagree with you I feel @DrPhil will be calling her soon.,0.0,0.806,0.194,-0.4391
428,@CBS,#THEMEDIALIEZ,Fri Sep 22 04:54:11 +0000 2017,".if @CNN @msnbc @ABC @CBS @NBC are ok with it then that means the Trump admin can do it too.  wiretap,spy,leak,unma… https://t.co/Lod5250Wim",0.095,0.905,0.0,0.296
429,@CBS,pietrmi,Fri Sep 22 04:53:54 +0000 2017,"RT @704Livin: RT IF YOU'RE BOYCOTTING: Steven Colbert &amp;
THE EMMY AWARDS ON @CBS @CBSNews #TheEmmys #BoycottTheEmmys 

#MAGA",0.161,0.691,0.148,0.0772
430,@CBS,Anessa Chow,Fri Sep 22 04:53:54 +0000 2017,"RT @BullCBS: #Bull is back! Don't miss the season 2 premiere on Tuesday, Sept. 26 at 9/8c on @CBS and CBS All Access. https://t.co/Ol57rpDY…",0.073,0.927,0.0,0.1867
431,@CBS,stefanie lassiter,Fri Sep 22 04:53:26 +0000 2017,@realZiplok @CBS You go baby! #MAGA,0.0,1.0,0.0,0.0
432,@CBS,brynn,Fri Sep 22 04:53:03 +0000 2017,OMG my rabbit ear antenna gets @CBS &amp; @JKCorden!!! DYING RN ???,0.0,1.0,0.0,0.0
433,@CBS,Angie Kucharski,Fri Sep 22 04:52:45 +0000 2017,RT @BroadwayLeague: #TBT to @YoungSheldon star @IainLoveTheatre at #KidsNightonBroadway 2015! See him star on @CBS this Monday 9/25! #HeWas…,0.0,1.0,0.0,0.0
434,@CBS,Tai Davis,Fri Sep 22 04:52:37 +0000 2017,@CBS @LenaWaithe This is all kinds of AMAZING!!!! ????,0.0,1.0,0.0,0.0
435,@CBS,Donna Gendell Harris,Fri Sep 22 04:52:03 +0000 2017,@BudMeyers99 @therealroseanne @TuckerCarlson @StephenAtHome @CBSNews @CBS @IvankaTrump @EricTrump @DonaldJTrumpJr T… https://t.co/mtno2uFoQA,0.0,1.0,0.0,0.0
436,@CBS,Tai Davis,Fri Sep 22 04:50:33 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
437,@CBS,!CELEBRITY NEWS,Fri Sep 22 04:50:18 +0000 2017,@CBS @LenaWaithe congrats you are so cute.  We like your shirt ??,0.527,0.473,0.0,0.8759
438,@CBS,Bill Bickley,Fri Sep 22 04:48:32 +0000 2017,"RT @CBS: At the edge of the universe, discovery begins. Star Trek: Discovery arrives Sunday! https://t.co/5J9hDCvULL https://t.co/hGP6LdX6Xo",0.0,1.0,0.0,0.0
439,@CBS,Terence Ngolo,Fri Sep 22 04:48:20 +0000 2017,RT @tikryite: @realDonaldTrump @mike_pence @Franklin_Graham @CBS @PutinRF_Eng God chose u to free the oppress of this era #FreeAllArrested…,0.265,0.735,0.0,0.6597
440,@CBS,Karlita Amelia ?,Fri Sep 22 04:48:17 +0000 2017,RT @CrimMinds_CBS: Quiz: Which @CBS crime-fighting team do you belong on? See if you should join the BAU: https://t.co/bgzHIGiPou #Criminal…,0.104,0.896,0.0,0.296
441,@CBS,Steve Beverly,Fri Sep 22 04:47:53 +0000 2017,"60 years ago tonight....The immortal Eleanor Audley and Jim Fairfax in ""Susanna Plays Cupid"" on 'Oh Susanna! (The Gale Storm Show)' on @CBS.",0.17,0.83,0.0,0.5093
442,@CBS,marilyn,Fri Sep 22 04:46:12 +0000 2017,RT @CBS: Mark your calendars for a spooky special! 'Michael Jackson's Halloween' will air October 27 on CBS: https://t.co/V9pgBkjOeu https:…,0.143,0.857,0.0,0.4574
443,@CBS,Alice,Fri Sep 22 04:45:31 +0000 2017,@larrystylinson I want my Cary Agos/Kalinda spin-off NOW @CBS @TheGoodWife_CBS,0.14,0.86,0.0,0.0772
444,@CBS,Charity Burkett,Fri Sep 22 04:45:30 +0000 2017,"RT @SusanStormXO: ?NEW LOGO OF #MSM ?

SMELL SH?T
Shoveled Fresh
Its all we serve @CNN @ABC @NBCNews @maddow @CBS 
Fresh Hot Piles of Poo D…",0.167,0.833,0.0,0.5574
445,@CBS,BLM ??POCM ??TRANSLM,Fri Sep 22 04:45:09 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
446,@CBS,LGBTI Rights,Fri Sep 22 04:45:09 +0000 2017,@abcnews @davidlipson So sad that the independence of the ABC so critically compromised by constant threats against… https://t.co/LhI5bW5jEV,0.0,0.721,0.279,-0.7346
447,@CBS,Vick V.Vee Alexander,Fri Sep 22 04:44:58 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
448,@CBS,Victoria,Fri Sep 22 04:44:05 +0000 2017,"RT @CBS: At the edge of the universe, discovery begins. Star Trek: Discovery arrives Sunday! https://t.co/bZaQw7Gbbw https://t.co/P19XmhlAiK",0.0,1.0,0.0,0.0
449,@CBS,.,Fri Sep 22 04:43:28 +0000 2017,RT @fmfile1: #RenewZoo #ZooCbs @CBSTVStudios @CBS Excellent Job!! https://t.co/Dw4lTWhYE1,0.349,0.651,0.0,0.6467
450,@CBS,Samantha Crane,Fri Sep 22 04:42:38 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
451,@CBS,Teresa Cisneros,Fri Sep 22 04:41:39 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
452,@CBS,Steve Beverly,Fri Sep 22 04:40:05 +0000 2017,"60 years ago tonight....'Perry Mason' premieres with Whitney Blake in ""The Case of the Careless Redhead"" starring Raymond Burr on @CBS.",0.0,0.889,0.111,-0.3612
453,@CBS,JG,Fri Sep 22 04:39:04 +0000 2017,Great job for @CBS Steven Colbert! Bet all those advertisers were happy with ratings! https://t.co/FyxJIMLOsS,0.392,0.608,0.0,0.855
454,@CBS,David Crownson,Fri Sep 22 04:38:15 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
455,@CBS,Homie,Fri Sep 22 04:38:05 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
456,@CBS,Gaming Crisis,Fri Sep 22 04:37:44 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
457,@CBS,Shaolin Podcastic,Fri Sep 22 04:37:35 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
458,@CBS,Steve Beverly,Fri Sep 22 04:37:02 +0000 2017,60 years ago today.....Cardinals at Reds on 'Baseball Game of the Week' with Dizzy Dean and Buddy Blattner live on @CBS.,0.0,0.913,0.087,-0.2263
459,@CBS,Lena Waithe,Fri Sep 22 04:36:55 +0000 2017,RT @CBS: Screenwriter and actress @LenaWaithe made history at this year's #Emmys. Watch her powerful acceptance speech: https://t.co/f44lGi…,0.266,0.734,0.0,0.7003
460,@CBS,LV Deplorable,Fri Sep 22 04:36:50 +0000 2017,"Soros Dem ""Main Stream Media"" in All It's Glory! Taken directly from Hitler's Playbook! @ABC @CBS @NBC @CNN @MSNBC… https://t.co/84UK6cMBNZ",0.177,0.823,0.0,0.6229
461,@CBS,Tim Sherman,Fri Sep 22 04:34:48 +0000 2017,"RT @faagifts: Hannity9/21/17=Hannity Fox News September 21,2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS 'CNN-ABC-CBS=ALL LIES '…",0.0,0.809,0.191,-0.5473
462,@CBS,Tim Sherman,Fri Sep 22 04:34:45 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS =MEDIA LIES 2 U'' R…",0.0,0.843,0.157,-0.5473
463,@CBS,Tim Sherman,Fri Sep 22 04:34:41 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ''LIBERALS ARE STIL…",0.0,1.0,0.0,0.0
464,@CBS,"Efrain R., BSN,RN",Fri Sep 22 04:34:37 +0000 2017,"@CBS Other than the original, which I only liked, I LOVED all Star Trek shows. This new one is one I'll watch for sure.",0.401,0.599,0.0,0.9008
465,@CBS,Tim Sherman,Fri Sep 22 04:34:36 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ==CNN=HILLARY=ABC-C…",0.0,1.0,0.0,0.0
466,@CBS,Jason Williams,Fri Sep 22 04:34:33 +0000 2017,@CBS @JKCorden @AlecBaldwin Least watched - no longer TVs biggest night. That's what the super bowl and World Series are for.,0.162,0.747,0.091,0.4019
467,@CBS,Tim Sherman,Fri Sep 22 04:34:23 +0000 2017,"RT @faagifts: Hannity 9/21/17 | Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS ==WILL NOT TELL U T…",0.0,1.0,0.0,0.0
468,@CBS,Tim Sherman,Fri Sep 22 04:34:20 +0000 2017,"RT @faagifts: Hannity 9/21/17=Hannity Fox News September 21, 2017 https://t.co/4zmcG9tVow via @YouTube @CNN @ABC @CBS @MSNBC ''LIBERALS=HIL…",0.0,1.0,0.0,0.0
469,@CBS,Steve Beverly,Fri Sep 22 04:33:15 +0000 2017,60 years ago today....Wes Harrison and his magic vocal imitations on 'Captain Kangaroo' with Bob Keeshan and Lumpy Brannum live on @CBS.,0.0,1.0,0.0,0.0
470,@CBS,?ess Lightwood-El,Fri Sep 22 04:33:14 +0000 2017,RT @MissBrneyes: After that finale if we don't get a S4 I'm going off like Troys dog. #ZooCbs #RenewZoo @CBSTVStudios @CBS,0.116,0.884,0.0,0.3612
471,@CBS,Jason Williams,Fri Sep 22 04:33:12 +0000 2017,@CBS maybe you can get Thursday's (9/21) Evening News on All Access? -hopefully you can get things figured out before new shows air.,0.109,0.891,0.0,0.4019
472,@CBS,D. Fucile,Fri Sep 22 04:31:48 +0000 2017,"RT @SusanStormXO: ?NEW LOGO OF #MSM ?

SMELL SH?T
Shoveled Fresh
Its all we serve @CNN @ABC @NBCNews @maddow @CBS 
Fresh Hot Piles of Poo D…",0.167,0.833,0.0,0.5574
473,@CBS,Steve Beverly,Fri Sep 22 04:31:46 +0000 2017,60 years ago today....Last show of the series for 'The Big Top' after six years live on @CBS from Philadelphia.,0.087,0.913,0.0,0.2023
474,@CBS,?ess Lightwood-El,Fri Sep 22 04:30:40 +0000 2017,RT @fmfile1: #RenewZoo #ZooCbs @CBSTVStudios @CBS https://t.co/C4aCjTXAYb,0.0,1.0,0.0,0.0
475,@CBS,Jerome Anthony,Fri Sep 22 04:30:10 +0000 2017,.@CBS To whoever is responsible for cancelling/renewing TV shows PLEASE do not cancel salvation…Excellent show https://t.co/iusgKAigty,0.352,0.648,0.0,0.7247
476,@CBS,Muddles,Fri Sep 22 04:27:57 +0000 2017,@CNN @CBS @ABC @NBCNews #omg @TheJuanWilliams said the retard word while laughing on the @TheFive What do you think @JessicaTarlov fire him?,0.114,0.679,0.207,-0.3818
